w3,w4,w5,w6,w7,w8,w9
1908.049114900251,2821.9369784598634,3074.4793302387343,3185.0570042225854,3238.744183191507,2970.976030979539,939.819596422152
2692.078884306994,2817.94067476124,3078.9322808463353,3184.8758975120772,3237.792944156497,3275.7597834523262,939.5580276887391
1268.391904505523,2812.899589591954,3069.6090888435006,3180.4723354506345,3237.4410309053756,2435.1861267891163,946.1765155731273
1992.1804079070953,2095.1920002792544,3081.2207755558297,3185.7685062620694,3236.938718612896,2665.2892151018773,939.282336869654
1322.3539083922997,2819.6967394798094,3079.642144536984,3182.2110782621244,3238.3924335066413,3206.1339703449917,1018.6174667068832
1710.0719854214294,2809.6867551879354,3061.3714722049285,3181.198345336415,3236.562032569545,1723.6897159902278,954.5117525799348
1856.377534455572,2874.558229985553,3075.396653267196,3183.993500655258,3236.5736376532645,3269.8851387963477,948.6970715094646
2336.7979288899433,2840.9320865539007,3078.61122170367,3185.7728185372343,3238.203052146565,2705.769295882369,942.1295936842545
1864.987269865148,2846.076209086766,3071.6434039380056,3187.4935821721365,3237.223523495242,3270.2022010469227,949.4655409950271
1761.6015767523047,2882.130380257062,3081.9047390451033,3187.1794158959556,3238.8071648426176,2673.9603316860266,939.1887592215892
1269.3254792568564,2829.741520720614,3078.4571981697886,3185.5678247198407,3237.0071437219563,3270.3833814662935,940.6154195322812
2786.652401169572,2833.241024729095,3080.529189578192,3184.373314021419,3237.2451275142903,1983.2606226779294,941.1935141116312
1291.247312095623,2784.0632090067775,3081.4258856430806,3186.1767009699797,3237.141544449651,3266.881408248452,951.5943276073727
1269.686980407915,2797.700843518673,3072.8917840023855,3181.3934313948894,3234.8406654053915,3273.16419469597,947.5415592146124
2278.097902438018,2878.654921259303,3078.881192309307,3186.7646124560442,3236.5097633078753,3278.8539072920767,937.2202906002068
2759.7192718884694,2816.671530140489,3079.272529912984,3185.391075799313,3235.9501484213692,2714.8820285468664,947.5150164625246
2581.6749846185535,2808.617712361235,3070.4534087550633,3183.7666364027814,3238.8529058016056,3281.646263103408,939.1541171679622
2805.919677598355,2824.4077275690734,3075.1939831732734,3184.9254163762403,3234.5765043380957,2243.8567585159926,939.7553912200518
1736.3949336345245,2785.8344660885823,3074.6317354402354,3184.041543375788,3235.3335862982703,3274.9825559050437,958.6953390631049
1296.3950418883053,2789.644826933022,3071.916774147429,3186.7767947975112,3235.2992545777574,3265.132635609458,951.171624416751
2319.4753588507565,2816.117752478087,3078.695875336942,3185.1160836360136,3238.3830468880155,2746.288162505532,938.7634542995079
1284.5907075699533,2809.856477495615,3072.9186681355995,3186.1626044407376,3236.3695311978513,3271.9546266095863,949.1468367957847
1304.4895007310588,2792.4134364079237,3079.1073405054544,3186.051891661689,3238.9876851405807,3274.4530441059337,1020.0395659626221
1312.112132324743,2827.6502983770933,439.16472214849966,3183.6380340491633,3235.3517430228935,3294.8275643662582,942.1335706260935
1347.026519239155,2437.6676437772285,3080.90531275401,3187.40099550052,3242.533550858571,1914.7424550662486,946.9610556326096
1352.5256440324936,2861.176438965154,3074.4032159863355,3186.7111730964457,3236.4892495256345,1954.9524806414147,951.355609088425
1295.300737680339,2882.9473023428463,3073.6831746274247,3184.9255005846026,3238.3688271725982,2042.338800913559,938.6641647343864
1264.2329293931741,2829.6783698748127,3082.235426996159,3187.2896994348553,3239.152641751031,1945.881626949882,949.4399144639953
1295.7628137497804,2831.1698343343296,3076.9603155107516,3184.096827877554,3235.9837502036194,1906.3079638447193,938.7001784259334
1325.1125438438987,2899.7628128426063,3074.7578180016208,3185.7202102724027,3236.5620784212256,3273.0233034454222,945.7887644226366
2435.040700756795,2863.5530814400036,3075.0685595813916,3188.6343660743105,3240.464322700797,2443.8252283859606,938.3563421025656
1971.1722359111125,2826.756380763451,3079.6449050686115,3184.0106171037733,3235.4912121604934,3273.884604861493,937.1613480132215
1746.9148067553006,2792.382058968727,3067.0648607606918,3188.2756735711987,3239.684557069275,2179.362462076397,949.0876946115021
2709.7719903198927,2848.7761520793138,438.75867192045155,3183.5976299741224,3239.035000038199,1997.8127234613435,941.3080252490306
2775.2412027966666,2825.4795361900797,437.22631524442164,3185.860899812596,3239.182536771763,3313.6327131685,937.997457186067
1332.1869487414633,2893.7336299623657,3073.0700232179897,3187.8621247963147,3237.7793684861517,3272.1992718827255,936.8294338892332
2389.626285740592,2832.6079115065586,3078.778458875553,3184.061621073564,3239.1983003661567,2698.9280022514617,940.0426591379672
1243.5757057767173,2799.22926529415,3072.340833748125,3181.33240743151,3237.3677562482635,3275.685287380219,943.0779293379904
2743.0865721115047,2850.3177294660964,3074.2290112074606,3185.7156572773297,3236.252305343693,1933.2749452497028,940.3804280380925
2734.939960007336,2803.1184997710275,3078.825651654886,3187.6139739130635,3236.7592409240992,2429.676250597236,939.6136594392663
1333.9419893742177,2809.484528194213,3074.79028097088,3186.953495316894,3235.339398004578,2441.52694499895,949.8627100379683
1336.0101160099518,2817.012301003273,3071.6460482356897,3181.703917520596,3237.8597739026304,2970.138112338829,937.8411364105633
2778.0724286164614,2823.1196924521887,3077.4886947767027,3186.03663462604,3239.3643829115326,1908.6556526640031,935.5697651190694
1938.3071294479482,2815.4407624372375,439.2506229986548,3180.5336669207236,3236.4864950695164,1784.1023152917205,976.5195517286318
2316.9420275965654,2807.6205560970143,3083.0469638691234,3183.2585221318845,3238.1007611915015,2434.537803276691,939.8420631131255
2782.9871447917208,2903.673356615331,437.30360123958377,3185.2219002317365,3238.8965687375735,1888.001703518307,939.3717733438784
2743.180689769628,2808.6892605487055,3075.7502292844206,3186.9812675779826,3238.2929492867524,2440.4623352713015,946.4959809654514
1280.1435430246786,2799.932093908044,3076.7611267457137,3184.8163942362185,3236.755396447375,1518.914161384132,1042.204310145405
1267.8328269514216,2807.4005003840252,3077.1951670079716,3183.4929758118165,3237.5335539261387,1518.3814138863474,957.5978491526517
2768.9523430073923,2833.4896502642346,3080.6849430847683,3183.9589159586067,3238.524740767117,3277.7843418421003,941.4061562705392
1756.6972523190025,2842.024353548448,3082.5613132265703,3187.188214729614,3238.0394067618004,2935.869264971318,936.574412490225
2739.495771244829,2815.440333928203,3077.2342358254095,3184.608778540586,3239.0084886899303,1956.879125256925,943.9775833971761
2771.3374592883692,2835.264072651413,3079.072637039769,3189.1213519699368,3239.699787418934,3276.802289188649,947.1300163278839
2765.1267478114623,2811.237582382328,3077.4974694948373,3185.712577667026,3238.811812395102,3272.1299319967457,944.9502563779963
1842.11267514144,2819.6262041017685,3076.867933369982,3183.427662979761,3236.8547752757445,2731.230240431627,940.9828253914587
1322.2544062386123,2794.8910176092013,3083.8040200745295,3186.8560959624974,3238.400889013399,2207.3884886508754,938.176447393468
1296.0456198325437,2809.676921573976,3075.2912277684577,3180.3956928909383,3236.2163136915246,3272.8336654124355,947.2828735314563
1685.7119041733645,2717.887986649843,3082.4027048302964,3184.992738683473,3240.494564046548,3274.2496868677104,938.6104177931849
1284.0575916127864,2865.566585191945,3076.8454181725474,3184.168658614987,3237.938424939332,2384.8193695217988,938.9603380437843
2768.463238445717,2856.2661957531864,3079.796054834716,3184.3233278943117,3237.5653714745426,2951.6216584906615,1029.367046492779
1292.6710839718312,2812.7597431452864,3080.8089470597947,3180.551781201189,3238.2010202426713,3272.7085253663845,950.2197859943038
2773.622615609779,2811.807266374404,3076.5536892593477,3184.7666909578693,3237.221333404221,2250.706770366873,946.5145010646594
1314.1719062844245,2794.511150629767,3071.7919607359354,3187.2391281529153,3236.8633627857766,3274.8051686659855,943.9500388137269
1334.6381479723702,2812.5352535607103,3074.5973956623498,3183.0076227299305,3236.1507428223267,3232.9429197813324,981.0949898734708
1498.1426693048202,2807.5035596190173,3076.0130901381076,3181.7036196169124,3237.565734456307,3277.936296816664,936.8506713622993
1365.363906556755,2802.250011426506,3072.29810072276,3184.6503165353834,3240.215256528452,3288.7306281442643,958.9957665262756
1312.0540304835129,2865.688664101338,3074.2136843997564,3188.7620468534897,3237.7322226451474,2144.4195255303634,949.763527078453
1299.6903834799257,2816.3565287516967,3077.6871036105454,3184.9602864546832,3237.3009341494667,2938.3006726569674,1014.37495218281
2769.826201577359,2857.7246565844393,3078.855263403107,3183.6376069119365,3241.508697307089,3271.770145883232,949.1171501286071
2784.897332107863,2840.2469552767097,3074.1015586308636,3182.976891826346,3233.6448389067746,3199.482902792475,943.1968790146701
2091.4145576595524,2816.215367767605,3074.165463991607,3184.7785256697935,3237.312827290326,3369.308580602277,944.8612038801872
1243.194885000323,2837.0197123769644,3075.2447771017564,3188.731580328692,3241.701352193567,3277.4988075739157,932.5039545927658
1358.899967319387,2845.3054279824896,3078.0461396315727,3186.2887066695753,3239.0700937043493,3219.659090035786,950.9465993385593
2281.380696615773,2806.4417740748845,3078.0633150718504,3185.165799813059,3236.7353020324804,1980.5983072135798,944.3009419924183
2336.9095832545177,2835.7822266285607,3082.764636007157,3186.497815102784,3239.656540581101,1886.827659719863,940.0471796696619
2232.2252768617705,2830.343646088588,3077.2171018843105,3183.688820060172,3238.055732787969,3281.343710676664,944.3594887726475
1229.6808309405578,2819.513896022041,3072.947706126868,3185.0614861380695,3236.511453717972,2690.9783889846167,942.2578673987393
1372.814874876159,2798.3292864302766,3073.7233472188445,3181.2437522048876,3236.272637307884,2954.831195480588,950.9299302518672
1800.3405162959361,2821.4566478818992,3078.328091872485,3187.4223314762226,3240.3854321974777,2502.7040395531676,945.5884725529792
1824.2706304484846,2806.0046712168637,3068.8358981247216,3180.4352616405213,3237.4193976664505,3254.948730540133,947.0440388260727
1330.4222897857721,2813.980008708718,3075.9620141391497,3184.0828035205936,3239.7494779302356,1963.4240615789165,945.1064023590305
2700.547479799286,2808.788846283683,438.84769882360155,3186.0195359648387,3236.1521600591805,3273.3800376810336,948.1925024933452
2491.1259878647206,2819.643277250416,3074.824726743513,3184.225664695848,3236.8079656952873,3274.802880878648,943.7624861340701
2731.821551782361,2810.502390424433,438.7902626913994,3181.920025551197,3237.1426563223126,3272.043843582292,950.7386334824623
2744.7901530937606,2883.1700469169205,3080.712891595797,3184.6203242150914,3238.629776879836,3359.7276513996717,945.00580104858
2736.986259811984,1734.3304480930858,3074.7501576848667,3189.4192912297613,3238.9884031805555,2183.930952503027,955.8754709614482
1787.608327348011,2826.519361039601,3076.236842737111,3184.474288581568,3236.3224097616107,3270.711030529759,944.0253597763024
2733.091059848743,2825.2702792222544,3072.3273874343836,3182.525197433178,3236.6190495813394,3272.4938145086935,950.6014347541429
1318.3380617871874,2830.412285366948,3074.294748157583,3186.0951914570173,3238.10710426033,3275.4371404867884,951.0223326724185
1271.477632520997,2810.6007016003127,3079.943430981615,3184.0405135842775,3240.238475045133,2198.5322953473756,938.5351757188714
1366.965476403802,2885.8823722564157,3072.7018983347803,3184.4879275238554,3235.976647523479,2972.4616331674956,935.5275728156855
2718.909954333021,2826.9719069276634,3074.6220627625225,3182.414768084928,3237.0576697205734,3295.837232056627,938.3082468426512
2769.7051208776256,2811.7023122918745,3070.470456216512,3184.5529007582145,3235.7153315855394,3278.1207812368716,953.2775169243215
2169.5056916110934,2810.7341096315936,3071.4560871110316,3188.7992340543583,3234.8868253748037,2220.6217853213284,960.7743608097647
1400.6590463717478,2886.2054816488094,3082.323262645533,3184.3834239110083,3237.8252899497916,3279.1985105756366,936.1300934065273
1773.9443753820306,2823.146522393818,3071.18238953055,3185.3661368649186,3236.599569893845,2237.013010764196,946.2624257229941
1352.0835162841067,2830.809610694249,3073.249011919519,3183.2544199600316,3238.709760749855,1905.9046614644412,944.0595656357174
2785.5401986294196,2826.522248934706,3079.7945744990557,3183.946820615624,3236.6979178087245,2420.586962142571,944.8696043981261
2784.362298575177,2837.8380721775416,3082.225100294562,3186.8287817756027,3240.788127304653,3283.336057565235,936.0128478741977
2311.861794307543,2845.100490093638,3079.694322478068,3183.2383137026422,3235.133622383334,3272.6214267001233,947.0775948581993
