w3,w4,w5,w6,w7,w8,w9
3354.7608544529166,1522.406223197174,352.3260153131771,349.87281841097314,345.0237095422195,321.1054077687633,307.8556889025623
3370.2816242364074,2937.316112650496,366.7575417334589,358.3549316158967,344.69134912884664,324.0505756557319,310.8305229393873
3419.369221811691,1807.6208252359881,365.97730068366906,357.698608618403,347.20789649312877,326.4435504851326,313.258291184671
3319.348984507848,1455.9868658826067,361.05722830506846,358.0549903384008,344.3896772422682,329.99272524985554,313.5833850732068
3366.729900840358,1425.6228313968743,355.62491262093585,354.9255715103412,341.7684889735066,327.51819034533014,311.02725108068086
3363.923096389729,1520.548509860673,365.84970192767446,357.79176815813304,347.2914735154204,322.97639876913104,313.18089069865323
3334.0963957066137,3147.9058415437084,365.5933435960634,357.3578256164429,343.6239423943827,326.10086093147476,312.728341406285
3365.948133254242,1816.9504516098232,363.70820221911407,355.3726060775089,345.11472362113597,324.27226894086266,311.15863403030136
3346.0164590734626,1545.156971103811,366.884088216165,355.50987327632106,341.4475646622795,324.145374194802,310.8543793093477
3370.907368896064,1686.1090900750646,364.34837685995285,352.9835845415629,339.03346795968815,321.75362024326733,308.4833879485771
3332.382230535583,1438.6032386365764,355.00650970129567,355.10520690469235,344.472573839602,323.8080116183538,310.4701650669748
3322.936704401576,1439.4993128126537,351.35806283650334,352.70264566748773,344.6639739964357,323.9027913448243,310.63523270185993
3355.292672244388,2468.6635631475087,358.7189131212034,355.203433711592,344.86933621416944,327.52720023915913,310.81702984469626
3374.1175431935253,1807.0963785440658,354.5797133307905,357.7840805709449,347.2630358668562,326.703880737716,313.249620108186
3357.8775237327723,2484.5740233297674,352.2934917389821,355.2557403032224,342.0407896442207,327.76166949541783,311.14878019602867
3360.564740318087,1575.7007050064537,358.28386429376656,358.2520674045749,344.65181363407504,327.00637720928927,313.8517719214394
3366.160146164424,1828.9078962675492,355.77736737962715,346.9647571102545,345.42386133801534,324.3935123417148,311.4730428341794
3338.030735452043,1437.3392967855946,366.0552856250871,357.88500963302874,347.435335909237,326.75548540321347,310.1813425790124
3353.6557489509773,1569.5439145466016,351.7453146769069,355.2957517045078,345.0666743722438,324.3393812807844,311.1759374557043
3315.0421740717443,1696.343700880778,363.8304440549729,350.2754815281116,345.3319108875595,324.57393712706386,308.26314374464334
3307.1494277428674,2413.8345866946684,355.3991521328094,358.5230600536773,341.50884436126796,324.27170805012094,310.87263826912573
3344.4958117018773,2440.9744771904993,366.32266824375574,358.096442268329,344.4260215722536,326.9723851079254,313.6404852661237
3331.538296221894,2370.9439394960136,364.67073506448924,353.271521868155,339.58677088807536,322.2167077950529,309.0659580790572
3349.652692790315,1997.5434154896714,366.47598677177683,349.31780056132084,350.7981157774107,326.7824241742622,313.42412375579295
3360.117185433862,2421.4524477947734,364.7707126886696,353.2232490063727,339.78655631612014,322.2297448462907,308.9984321527235
3314.033636082198,1802.6520400280388,351.7694637655435,351.93142150816703,341.6251985570096,324.1640117686808,310.813438267294
3415.585105313131,2503.7041708566117,352.04397834305115,350.0557971774682,345.34091866459744,324.5048960110458,311.4983133312837
3380.029955342552,1559.5101417623416,353.369233673624,353.45729120457185,339.8046806753259,322.3723985545872,308.9663373276496
3333.475200639294,1434.375772208688,351.49360003422703,352.6092971437998,344.7599906409734,324.1554740118125,310.8182772344858
3366.643047253919,1945.5666717674685,355.9594190154875,358.84864021013493,341.98239869830667,324.43915267645656,311.2620299752075
3355.7566149107483,1819.2055167727483,361.78809613805936,348.2373907737907,343.49773142091675,322.46582091484606,309.5450820598215
3379.1077870279664,2198.420744097039,358.35982128712607,358.48294750741815,344.67498362604925,327.11509329991475,310.5195301872086
3343.847419209051,2416.495855016244,361.6519607273227,353.49529470274405,343.2986596021414,322.47726374706673,309.5720204453057
3348.2286885328313,2358.321232240715,358.1368896725565,358.3498344002878,344.5511572625699,326.90239151593977,310.54812741960626
3347.52837988857,1782.568903111415,356.28247470306775,353.40492214790083,342.66027336858684,322.2396263256178,309.04787834902527
3337.4354165921286,1825.5712670478194,364.07953956017576,350.25126722306777,345.55434413382454,324.76895538809146,308.3747270923316
3345.6637029092367,2049.4488399254233,355.3057454665017,352.6765869032114,341.52320778269006,323.89888136119754,310.67552539615787
3355.0303908684396,2524.4905756486437,354.31436285027,357.67627701799756,343.8526658158517,326.40529901998895,312.9811899938996
3392.7936740867767,1417.360312926735,364.4142810871515,356.2061295351232,345.7587463276109,325.1218730410493,308.557906504785
3347.372868826058,1781.3773805282895,363.90098139917023,355.2584286598406,345.13979203510297,324.1303233427106,311.22469023577304
3356.8363048063306,1546.5793645074348,355.1182519455014,355.10489560112694,341.29175270465845,323.6849859712236,310.44987062049586
3357.665371479535,3439.7764775037376,363.7006375667095,346.8988340829525,345.2589683918263,320.9315167746502,307.88421376089167
3356.1991686761403,1569.3655802908013,364.54583931580277,356.11688451098973,345.59690032788995,325.1419774420828,308.4387392509619
3347.058521232489,3088.587924935301,366.58963839071714,354.70809114335236,344.39069819584665,326.90036421876357,313.4600001640645
3352.3935302790987,2410.2231099428905,354.6087662867965,358.1097230016061,344.38554428267395,326.8836478352113,310.33659368121266
3349.2166160560214,2438.2694736108556,359.1730681866997,350.6531863745765,346.05319489754714,325.0779952958876,308.546150868485
3366.7531252508556,1826.9888282054262,355.8444276894407,355.8106274941964,342.07300237700525,324.5611758148335,311.20148604595
3352.0775453552014,2412.79694631785,364.0872532322395,350.3416412684555,345.62339663121946,324.86089824717726,311.57550803231953
3311.374119136614,1801.3519552400558,351.9346364839938,355.5789122054349,341.9274654371814,324.23084111423304,311.1000763753178
3356.284048723064,2673.2047516102402,356.2221637991323,356.3600378265687,345.8518950344225,325.19107167021946,308.7997859446395
3374.224669768663,1808.9873374514534,364.2979469367561,350.5691902778887,339.033165420322,324.938068390105,308.48661467287235
3335.265308289012,1572.7849728811268,361.8250800930365,348.19505885665455,340.18552551255954,325.9644938298565,309.44319149178153
3329.016021455786,1570.736523047997,352.35012858476085,356.1214569637281,342.59892087514555,325.05765056787965,308.70191859629205
3369.150346254652,2398.887726588774,366.5297289916633,358.08208547774467,344.62517261542934,327.1270801767506,310.4051415754283
